ticket_id,opened_at,category,subcategory,assignment_group,priority,short_description,work_notes,close_notes,status,business_unit,location,country,state
INC0004174,2025-02-15 20:21,Hardware,Printing,Desktop Support,4 - Low,HP LaserJet double-sided not working,Inspected the paper tray. cleared the print spooler to clear the error 49.,Cleared offline status after set the correct default printer. User confirms output is good.,Closed Complete,Sales & Marketing,Sydney Hub,Australia,New South Wales
INC0004311,2025-02-16 09:47,Security,Identity & Access,Service Desk,4 - Low,User forgot password,"User permission missing. Verified identity, then reset the MFA token in Active Directory.",added the user to the security group; user confirms login to VPN portal successful.,Closed,Corporate Functions,Mumbai Campus,India,Maharashtra
INC0004143,2025-02-16 21:05,Software,Applications,Application Support,3 - Moderate,Install request for the line-of-business app,Update slow to load. disabled the conflicting add-in and confirmed the app opens.,cleared the application cache; Chrome launches without errors.,Closed Complete,Healthcare Services,New York Office,United States,New York
INC0004272,2025-02-17 04:16,Security,Identity & Access,Service Desk,2 - High,Request password for new starter,MFA issue: permission missing. verified identity per policy and tested a sign-in.,unlocked the account; user confirms login to Okta successful.,Closed,Corporate Functions,San Jose Office,United States,California
INC0004299,2025-02-17 17:12,Network,Connectivity,Network Operations,3 - Moderate,Cannot map access point,User slow speeds on firewall. Ran tracert and saw high latency. flushed the DNS cache.,"updated the wireless driver; firewall stable, user confirms connection restored.",Closed Complete,Retail Banking,London HQ,United Kingdom,England
INC0004121,2025-02-17 22:26,Network,Cross-functional,Network Operations,4 - Low,VPN login failing - account and connection both checked,VPN permission missing; suspected the account. reset the password then checked the switch port on the VPN client.,reset the password and checked the switch port. VPN connection authenticates. Closed.,Resolved,Healthcare Services,Manchester Office,United Kingdom,England
INC0004261,2025-02-18 06:49,Hardware,Printing,Desktop Support,2 - High,double-sided not working on HP LaserJet,Driver mismatch causing double-sided not working. mapped the printer by IP and printed a test page.,Cleared error 49 after power cycled the device. User confirms output is good.,Closed Complete,Manufacturing,New York Office,United States,New York
INC0004200,2025-02-18 10:22,Network,Connectivity,Network Operations,3 - Moderate,User cannot reach network drive on VPN,User slow speeds on firewall. Ran tracert and saw high latency. reconnected the VPN client.,Fixed the access point. flushed the DNS cache and verified the network drive maps.,Closed Complete,Corporate Functions,Manchester Office,United Kingdom,England
INC0004221,2025-02-18 11:59,Hardware,Printing,Desktop Support,3 - Moderate,double-sided not working on network printer,Inspected the print driver. cleared the paper jam from the tray to clear the double-sided not working.,Replaced the print driver and replaced the toner cartridge. Printing restored.,Closed Complete,Manufacturing,Frankfurt DC,Germany,Hesse
INC0004139,2025-02-18 12:04,Hardware,Endpoint,Desktop Support,3 - Moderate,battery not charging on keyboard,Hardware fault on the fan causing no display. reimaged the laptop.,"replaced the power adapter; headset stable, battery not charging resolved.",Closed Complete,Corporate Functions,San Jose Office,United States,California
INC0004086,2025-02-19 01:53,Hardware,Endpoint,Desktop Support,3 - Moderate,power adapter failure on webcam,Hardware fault on the fan causing running slow. cleaned the fan vents.,Fixed flickering screen after updated the display driver. User confirms laptop working.,Closed Complete,Healthcare Services,Sydney Hub,Australia,New South Wales
INC0004161,2025-02-19 03:43,Hardware,Printing,Desktop Support,3 - Moderate,Cannot print to Xerox MFP - double-sided not working,User reports paper jam on the network printer. Found a toner cartridge fault. cleared the paper jam from the tray.,Replaced the toner cartridge and replaced the toner cartridge. Printing restored.,Resolved,Healthcare Services,London HQ,United Kingdom,England
INC0004025,2025-02-19 04:48,Hardware,Endpoint,Desktop Support,2 - High,fan failure on monitor,Laptop battery not charging. swapped the docking station and ran a stress test.,Fixed blue screen after cleaned the fan vents. User confirms laptop working.,Resolved,Sales & Marketing,Toronto Office,Canada,Ontario
INC0004068,2025-02-19 05:36,Software,Applications,Application Support,1 - Critical,missing add-in - the line-of-business app,error on startup traced to a corrupt license. repaired the installation and tested launch.,Applied the shortcut and cleared the application cache. Closing ticket.,Closed Complete,Logistics & Supply Chain,New York Office,United States,New York
INC0004153,2025-02-19 14:04,Security,Cross-functional,Service Desk,3 - Moderate,Password reset so user can sign into Outlook mailbox,User permission missing and could not reach the Outlook mailbox. re-enrolled MFA and removed and re-added the account.,re-enrolled MFA; user signs in and the mailbox syncs. Resolved.,Closed Complete,Healthcare Services,Frankfurt DC,Germany,Hesse
INC0004144,2025-02-21 03:27,Software,Applications,Application Support,4 - Low,keeps crashing - Chrome,"User reports Zoom won't install. Reviewed logs, reinstalled the application.",Resolved keeps crashing after reapplied the license key. User confirms the line-of-business app working.,Resolved,Retail Banking,Dallas Office,United States,Texas
INC0004279,2025-02-21 17:30,Hardware,Endpoint,Desktop Support,1 - Critical,Replace power adapter - docking station,User reports keyboard flickering screen. Diagnostics flagged the RAM. reimaged the laptop.,Fixed flickering screen after ran hardware diagnostics. User confirms keyboard working.,Closed,Retail Banking,Dallas Office,United States,Texas
INC0004168,2025-02-21 20:06,Network,Connectivity,Network Operations,2 - High,User dropping connection on VPN,"VPN authentication failed. Verified credentials, flushed the DNS cache.","checked the switch port; Ethernet stable, user confirms connection restored.",Closed Complete,Manufacturing,Manchester Office,United Kingdom,England
INC0004036,2025-02-22 10:26,Software,Applications,Application Support,3 - Moderate,missing add-in - Zoom,slow to load traced to a corrupt installation. reapplied the license key and tested launch.,Resolved keeps crashing after cleared the application cache. User confirms Zoom working.,Resolved,Manufacturing,San Jose Office,United States,California
INC0004022,2025-02-22 19:20,Hardware,Endpoint,Desktop Support,3 - Moderate,Replace power adapter - monitor,"loud fan noise when docked. Tested a known-good hard drive, then replaced the battery.",Replaced the display cable and ran hardware diagnostics. Device passes diagnostics.,Closed Complete,Corporate Functions,Frankfurt DC,Germany,Hesse
INC0004053,2025-02-23 01:30,Software,Email & Collaboration,Messaging Support,4 - Low,Request to add member to contact,Verified the calendar configuration. cleared the cache to resolve the sync error.,Resolved stuck in outbox after removed and re-added the account. Mailbox syncing normally.,Closed,Manufacturing,Sydney Hub,Australia,New South Wales
INC0004206,2025-02-23 03:25,Security,Identity & Access,Service Desk,1 - Critical,Request token for new starter,New starter needs the login. granted the requested permission per the access request.,Resolved needs access after verified identity per policy. Access verified.,Closed Complete,Healthcare Services,New York Office,United States,New York
INC0004109,2025-02-23 10:28,Hardware,Endpoint,Desktop Support,4 - Low,monitor overheating,"no display when docked. Tested a known-good battery, then reimaged the laptop.",Fixed blue screen after replaced the battery. User confirms headset working.,Closed Complete,Corporate Functions,New York Office,United States,New York
INC0004159,2025-02-23 17:21,Software,Applications,Application Support,1 - Critical,Install request for Adobe Acrobat,update failed traced to a corrupt plugin. pushed the update via SCCM and tested launch.,Applied the license and disabled the conflicting add-in. Closing ticket.,Closed Complete,Healthcare Services,Manchester Office,United Kingdom,England
INC0004007,2025-02-24 18:43,Hardware,Endpoint,Desktop Support,4 - Low,battery not charging on docking station,User reports laptop flickering screen. Diagnostics flagged the fan. reimaged the laptop.,"ran hardware diagnostics; webcam stable, won't power on resolved.",Resolved,Logistics & Supply Chain,Mumbai Campus,India,Maharashtra
INC0004006,2025-02-25 02:45,Hardware,Endpoint,Desktop Support,3 - Moderate,Replace USB port - keyboard,User reports monitor flickering screen. Diagnostics flagged the screen. reimaged the laptop.,Fixed battery not charging after updated the display driver. User confirms monitor working.,Closed Complete,Sales & Marketing,San Jose Office,United States,California
INC0004162,2025-02-25 13:40,Hardware,Endpoint,Desktop Support,3 - Moderate,loud fan noise on laptop,"flickering screen when docked. Tested a known-good RAM, then updated the display driver.","cleaned the fan vents; monitor stable, blue screen resolved.",Closed Complete,Healthcare Services,New York Office,United States,New York
INC0004309,2025-02-25 19:44,Security,Identity & Access,Service Desk,2 - High,User password expired,"User access denied. Verified identity, then granted the requested permission in Okta.",reset the password; user confirms login to Active Directory successful.,Resolved,Manufacturing,London HQ,United Kingdom,England
INC0004060,2025-02-26 06:34,Network,Cross-functional,Network Operations,3 - Moderate,VPN login failing - account and connection both checked,VPN password expired; suspected the account. unlocked the account then reseated the Ethernet cable on the VPN client.,unlocked the account and reseated the Ethernet cable. VPN connection authenticates. Closed.,Resolved,Sales & Marketing,Manchester Office,United Kingdom,England
INC0004066,2025-02-26 06:42,Hardware,Printing,Desktop Support,1 - Critical,error 49 on Xerox MFP,User reports error 49 on the network printer. Found a toner cartridge fault. cleared the paper jam from the tray.,Replaced the spooler and cleared the print spooler. Printing restored.,Resolved,Logistics & Supply Chain,Frankfurt DC,Germany,Hesse
INC0004193,2025-02-26 17:12,Hardware,Endpoint,Desktop Support,3 - Moderate,keyboard flickering screen,Hardware fault on the display cable causing running slow. cleaned the fan vents.,"reimaged the laptop; headset stable, overheating resolved.",Resolved,Manufacturing,Manchester Office,United Kingdom,England
INC0004157,2025-02-26 21:00,Software,Applications,Application Support,3 - Moderate,the line-of-business app keeps crashing,won't install traced to a corrupt profile. pushed the update via SCCM and tested launch.,reinstalled the application; Zoom launches without errors.,Closed Complete,Healthcare Services,Toronto Office,Canada,Ontario
INC0004125,2025-02-26 22:25,Hardware,Printing,Desktop Support,3 - Moderate,Replace print driver on print server,Job stuck in the default printer. restarted the print server and released the job successfully.,"replaced the toner cartridge; test page prints clean, out of toner resolved.",Resolved,Corporate Functions,Toronto Office,Canada,Ontario
INC0004009,2025-02-27 03:16,Software,Applications,Application Support,3 - Moderate,Chrome profile slow to load,license expired traced to a corrupt update. recreated the user profile and tested launch.,Applied the shortcut and reinstalled the application. Closing ticket.,Closed Complete,Manufacturing,Frankfurt DC,Germany,Hesse
INC0004117,2025-02-28 05:52,Network,Connectivity,Network Operations,2 - High,Cannot map VPN client,User cannot connect on Ethernet. Ran tracert and saw high latency. reseated the Ethernet cable.,Resolved intermittent drops after reconnected the VPN client. Latency back to normal.,Closed Complete,Manufacturing,Frankfurt DC,Germany,Hesse
INC0004156,2025-03-01 03:48,Hardware,Endpoint,Desktop Support,3 - Moderate,webcam overheating,Hardware fault on the hard drive causing flickering screen. replaced the power adapter.,Fixed battery not charging after reimaged the laptop. User confirms headset working.,Closed Complete,Sales & Marketing,Dallas Office,United States,Texas
INC0004040,2025-03-01 11:33,Hardware,Endpoint,Desktop Support,2 - High,battery not charging on monitor,User reports docking station overheating. Diagnostics flagged the USB port. cleaned the fan vents.,Replaced the power adapter and cleaned the fan vents. Device passes diagnostics.,Closed,Healthcare Services,Mumbai Campus,India,Maharashtra
INC0004257,2025-03-01 22:19,Hardware,Endpoint,Desktop Support,3 - Moderate,Replace RAM - keyboard,User reports webcam loud fan noise. Diagnostics flagged the power adapter. updated the display driver.,Fixed no display after cleaned the fan vents. User confirms webcam working.,Closed Complete,Sales & Marketing,London HQ,United Kingdom,England
INC0004278,2025-03-02 00:26,Hardware,Printing,Desktop Support,3 - Moderate,Cannot print to HP LaserJet - error 49,User reports paper jam on the follow-me printing. Found a print queue fault. reinstalled the print driver.,Cleared out of toner after power cycled the device. User confirms output is good.,Closed Complete,Manufacturing,San Jose Office,United States,California
INC0004048,2025-03-02 06:52,Network,Connectivity,Network Operations,2 - High,User no internet on Ethernet,User cannot connect on DNS. Ran tracert and saw high latency. checked the switch port.,Fixed the network drive. reset the network adapter and verified the network drive maps.,Resolved,Corporate Functions,Manchester Office,United Kingdom,England
INC0004085,2025-03-02 08:05,Hardware,Endpoint,Desktop Support,3 - Moderate,laptop no display,User reports keyboard flickering screen. Diagnostics flagged the screen. swapped the docking station.,Fixed no display after swapped the docking station. User confirms monitor working.,Closed,Sales & Marketing,Dallas Office,United States,Texas
INC0004032,2025-03-02 19:04,Software,Cross-functional,Application Support,3 - Moderate,Outlook add-in for the line-of-business app missing,The meeting invite add-in disappeared from Outlook. disabled the conflicting add-in to restore it.,disabled the conflicting add-in; the Outlook add-in loads and emails send. Resolved.,Closed Complete,Manufacturing,Dallas Office,United States,Texas
INC0004071,2025-03-03 04:31,Network,Connectivity,Network Operations,2 - High,VLAN dropping connection,Wireless slow speeds traced to a weak DNS record. updated the wireless driver.,"reseated the Ethernet cable; Ethernet stable, user confirms connection restored.",Resolved,Healthcare Services,Dallas Office,United States,Texas
INC0004088,2025-03-03 05:40,Network,Connectivity,Network Operations,3 - Moderate,User cannot reach network drive on DNS,User slow speeds on DNS. Ran tracert and saw high latency. checked the switch port.,Fixed the switch port. reconnected the VPN client and verified the network drive maps.,Closed,Manufacturing,New York Office,United States,New York
INC0004014,2025-03-03 10:24,Security,Identity & Access,Service Desk,2 - High,account locked - Okta,New starter needs the account. verified identity per policy per the access request.,re-enrolled MFA; user confirms login to MFA successful.,Closed Complete,Manufacturing,Toronto Office,Canada,Ontario
INC0004260,2025-03-04 11:28,Software,Email & Collaboration,Messaging Support,4 - Low,Request to add member to calendar,Checked the calendar permissions in Exchange admin center. ran a repair on Office and tested.,Resolved stuck in outbox after checked Exchange mailbox quota. Mailbox syncing normally.,Resolved,Healthcare Services,Toronto Office,Canada,Ontario
INC0004198,2025-03-05 05:55,Security,Identity & Access,Service Desk,3 - Moderate,User cannot login,MFA issue: cannot login. granted the requested permission and tested a sign-in.,Granted security group and unlocked the account. Closing per requester confirmation.,Closed Complete,Corporate Functions,London HQ,United Kingdom,England
INC0004033,2025-03-05 17:00,Software,Applications,Application Support,2 - High,Install request for Chrome,Update update failed. repaired the installation and confirmed the app opens.,Resolved missing add-in after repaired the installation. User confirms SAP working.,Closed,Sales & Marketing,New York Office,United States,New York
INC0004216,2025-03-05 21:02,Hardware,Printing,Desktop Support,4 - Low,out of toner on Xerox MFP,Job stuck in the print driver. cleared the paper jam from the tray and released the job successfully.,Replaced the fuser and cleared the paper jam from the tray. Printing restored.,Closed,Corporate Functions,Toronto Office,Canada,Ontario
INC0004181,2025-03-06 02:25,Security,Identity & Access,Service Desk,4 - Low,Request password for new starter,forgot password on the login. reset the MFA token and confirmed login works.,Granted permission and unlocked the account. Closing per requester confirmation.,Closed Complete,Retail Banking,Sydney Hub,Australia,New South Wales
INC0004045,2025-03-06 06:03,Network,Connectivity,Network Operations,3 - Moderate,User high latency on firewall,User high latency on Ethernet. Ran tracert and saw high latency. reset the network adapter.,"checked the switch port; VLAN stable, user confirms connection restored.",Resolved,Sales & Marketing,Dallas Office,United States,Texas
INC0004184,2025-03-06 07:14,Software,Email & Collaboration,Messaging Support,3 - Moderate,Exchange won't open for user mailbox,"Mailbox over quota causing cannot send. Archived old items, then recreated the Outlook profile.","Added user to the rule. Verified mail delivery, closing ticket.",Closed Complete,Logistics & Supply Chain,Frankfurt DC,Germany,Hesse
INC0004011,2025-03-07 08:09,Software,Applications,Application Support,3 - Moderate,Install request for Excel,"User reports Zoom license expired. Reviewed logs, disabled the conflicting add-in.",Applied the shortcut and reapplied the license key. Closing ticket.,Closed Complete,Manufacturing,San Jose Office,United States,California
INC0004236,2025-03-08 09:27,Hardware,Cross-functional,Desktop Support,2 - High,Network printer offline after switch maintenance,Printer showing offline. Suspected the switch port. moved the user to a clean access point then reinstalled the print driver.,"moved the user to a clean access point and reinstalled the print driver. Printer back online, test page prints.",Resolved,Corporate Functions,Dallas Office,United States,Texas
INC0004312,2025-03-09 08:59,Network,Connectivity,Network Operations,3 - Moderate,slow speeds over VPN,User dropping connection on VPN. Ran tracert and saw high latency. checked the switch port.,Resolved high latency after renewed the DHCP lease. Latency back to normal.,Resolved,Manufacturing,London HQ,United Kingdom,England
INC0004306,2025-03-09 16:59,Software,Applications,Application Support,3 - Moderate,error on startup - Excel,Update won't install. cleared the application cache and confirmed the app opens.,Applied the add-in and reinstalled the application. Closing ticket.,Closed,Logistics & Supply Chain,Dallas Office,United States,Texas
INC0004251,2025-03-09 21:16,Hardware,Endpoint,Desktop Support,3 - Moderate,keyboard running slow,Hardware fault on the display cable causing loud fan noise. reseated the RAM.,"reimaged the laptop; docking station stable, overheating resolved.",Resolved,Manufacturing,Dallas Office,United States,Texas
INC0004077,2025-03-09 22:02,Security,Identity & Access,Service Desk,4 - Low,User needs access,MFA issue: permission missing. granted the requested permission and tested a sign-in.,unlocked the account; user confirms login to SSO successful.,Resolved,Corporate Functions,Dallas Office,United States,Texas
INC0004138,2025-03-10 13:19,Software,Applications,Application Support,4 - Low,Adobe Acrobat shortcut slow to load,"User reports Adobe Acrobat update failed. Reviewed logs, disabled the conflicting add-in.",Applied the update and ran the installer as admin. Closing ticket.,Closed,Manufacturing,Sydney Hub,Australia,New South Wales
INC0004235,2025-03-11 07:05,Security,Identity & Access,Service Desk,4 - Low,needs access - Okta,New starter needs the role. re-enrolled MFA per the access request.,Granted password and added the user to the security group. Closing per requester confirmation.,Resolved,Sales & Marketing,Mumbai Campus,India,Maharashtra
INC0004111,2025-03-13 00:20,Hardware,Endpoint,Desktop Support,3 - Moderate,laptop loud fan noise,"running slow when docked. Tested a known-good USB port, then replaced the power adapter.",Replaced the RAM and replaced the battery. Device passes diagnostics.,Closed Complete,Logistics & Supply Chain,Sydney Hub,Australia,New South Wales
INC0004057,2025-03-13 14:14,Hardware,Printing,Desktop Support,2 - High,follow-me printing error 49,Driver mismatch causing offline status. restarted the print server and printed a test page.,"cleared the print spooler; test page prints clean, out of toner resolved.",Closed,Sales & Marketing,New York Office,United States,New York
INC0004166,2025-03-13 19:52,Network,Connectivity,Network Operations,3 - Moderate,Ethernet no internet,Checked the connection; found a stale entry. reset the network adapter and tested connectivity.,Fixed the IP address. flushed the DNS cache and verified the network drive maps.,Closed Complete,Corporate Functions,London HQ,United Kingdom,England
INC0004001,2025-03-13 22:06,Network,Connectivity,Network Operations,1 - Critical,firewall no internet,User intermittent drops on DNS. Ran tracert and saw high latency. flushed the DNS cache.,"reseated the Ethernet cable; VPN stable, user confirms connection restored.",Closed Complete,Corporate Functions,Frankfurt DC,Germany,Hesse
INC0004253,2025-03-14 00:52,Software,Applications,Application Support,3 - Moderate,Install request for Zoom,"License request for Zoom. Verified entitlement, pushed the update via SCCM.",reapplied the license key; Chrome launches without errors.,Closed Complete,Manufacturing,Manchester Office,United Kingdom,England
INC0004266,2025-03-14 06:04,Security,Identity & Access,Service Desk,4 - Low,User access denied,MFA issue: cannot login. reset the password and tested a sign-in.,Resolved MFA not prompting after re-enrolled MFA. Access verified.,Closed,Corporate Functions,Frankfurt DC,Germany,Hesse
INC0004294,2025-03-16 02:02,Hardware,Printing,Desktop Support,2 - High,out of toner on Xerox MFP,Inspected the print queue. cleared the print spooler to clear the out of toner.,Replaced the paper tray and power cycled the device. Printing restored.,Closed,Healthcare Services,Frankfurt DC,Germany,Hesse
INC0004155,2025-03-16 02:29,Hardware,Printing,Desktop Support,2 - High,print server double-sided not working,Inspected the fuser. mapped the printer by IP to clear the prints blank pages.,Replaced the toner cartridge and reinstalled the print driver. Printing restored.,Closed Complete,Logistics & Supply Chain,Dallas Office,United States,Texas
INC0004305,2025-03-16 12:54,Software,Applications,Application Support,2 - High,Install request for Adobe Acrobat,"User reports Zoom keeps crashing. Reviewed logs, cleared the application cache.",Applied the update and pushed the update via SCCM. Closing ticket.,Closed Complete,Manufacturing,Sydney Hub,Australia,New South Wales
INC0004021,2025-03-16 15:08,Software,Applications,Application Support,3 - Moderate,Install request for SAP,"User reports Excel error on startup. Reviewed logs, pushed the update via SCCM.",Resolved won't install after pushed the update via SCCM. User confirms SAP working.,Closed Complete,Retail Banking,Dallas Office,United States,Texas
INC0004031,2025-03-16 15:26,Network,Connectivity,Network Operations,3 - Moderate,Cannot map network drive,Wireless cannot reach network drive traced to a weak access point. flushed the DNS cache.,Resolved cannot reach network drive after reset the network adapter. Latency back to normal.,Resolved,Corporate Functions,Manchester Office,United Kingdom,England
INC0004301,2025-03-16 21:01,Software,Email & Collaboration,Messaging Support,4 - Low,User cannot access distribution list in Microsoft 365,User reports Outlook Web App search not working. Confirmed mailbox is online. cleared the cache.,recreated the Outlook profile; user confirms Teams working and emails flowing.,Closed Complete,Manufacturing,London HQ,United Kingdom,England
INC0004015,2025-03-16 23:04,Security,Identity & Access,Service Desk,3 - Moderate,User cannot login,account locked on the account. granted the requested permission and confirmed login works.,Resolved needs access after added the user to the security group. Access verified.,Closed,Manufacturing,Mumbai Campus,India,Maharashtra
INC0004135,2025-03-16 23:55,Hardware,Printing,Desktop Support,3 - Moderate,offline status on Xerox MFP,Driver mismatch causing out of toner. set the correct default printer and printed a test page.,Cleared prints blank pages after power cycled the device. User confirms output is good.,Resolved,Corporate Functions,Frankfurt DC,Germany,Hesse
INC0004252,2025-03-18 03:55,Software,Email & Collaboration,Messaging Support,3 - Moderate,Request to add member to rule,User reports Exchange cannot send. Confirmed mailbox is online. verified send-as permissions.,"Added user to the contact. Verified mail delivery, closing ticket.",Closed,Corporate Functions,London HQ,United Kingdom,England
INC0004302,2025-03-18 07:40,Network,Cross-functional,Network Operations,2 - High,VPN login failing - account and connection both checked,VPN needs access; suspected the account. unlocked the account then reseated the Ethernet cable on the VPN client.,unlocked the account and reseated the Ethernet cable. VPN connection authenticates. Closed.,Closed Complete,Logistics & Supply Chain,New York Office,United States,New York
INC0004213,2025-03-18 08:23,Software,Applications,Application Support,3 - Moderate,Adobe Acrobat shortcut slow to load,won't install traced to a corrupt license. pushed the update via SCCM and tested launch.,Resolved freezes on launch after recreated the user profile. User confirms Zoom working.,Closed Complete,Retail Banking,Mumbai Campus,India,Maharashtra
INC0004054,2025-03-18 11:07,Software,Applications,Application Support,3 - Moderate,SAP missing add-in,"User reports Chrome missing add-in. Reviewed logs, reapplied the license key.",Resolved won't install after ran the installer as admin. User confirms the line-of-business app working.,Closed Complete,Retail Banking,Dallas Office,United States,Texas
INC0004283,2025-03-18 15:30,Security,Cross-functional,Service Desk,3 - Moderate,Password reset so user can sign into Outlook mailbox,User password expired and could not reach the Outlook mailbox. reset the MFA token and ran a repair on Office.,reset the MFA token; user signs in and the mailbox syncs. Resolved.,Resolved,Sales & Marketing,Sydney Hub,Australia,New South Wales
INC0004075,2025-03-18 20:36,Security,Identity & Access,Service Desk,2 - High,Active Directory password expired,MFA issue: account locked. added the user to the security group and tested a sign-in.,unlocked the account; user confirms login to MFA successful.,Resolved,Logistics & Supply Chain,Toronto Office,Canada,Ontario
INC0004263,2025-03-18 20:56,Network,Connectivity,Network Operations,3 - Moderate,high latency over Ethernet,Wireless dropping connection traced to a weak switch port. moved the user to a clean access point.,"reseated the Ethernet cable; DNS stable, user confirms connection restored.",Closed Complete,Retail Banking,Toronto Office,Canada,Ontario
INC0004281,2025-03-19 05:46,Software,Email & Collaboration,Messaging Support,2 - High,Outlook Web App not syncing,User reports Outlook Web App won't open. Confirmed mailbox is online. removed and re-added the account.,Resolved stuck in outbox after ran a repair on Office. Mailbox syncing normally.,Resolved,Logistics & Supply Chain,Dallas Office,United States,Texas
INC0004165,2025-03-20 00:05,Security,Identity & Access,Service Desk,3 - Moderate,User access denied,MFA issue: access denied. added the user to the security group and tested a sign-in.,unlocked the account; user confirms login to MFA successful.,Closed,Logistics & Supply Chain,Toronto Office,Canada,Ontario
INC0004133,2025-03-20 01:09,Security,Identity & Access,Service Desk,3 - Moderate,User password expired,New starter needs the token. granted the requested permission per the access request.,reset the MFA token; user confirms login to VPN portal successful.,Closed Complete,Manufacturing,London HQ,United Kingdom,England
INC0004064,2025-03-20 22:48,Hardware,Endpoint,Desktop Support,4 - Low,blue screen on laptop,User reports laptop battery not charging. Diagnostics flagged the battery. ran hardware diagnostics.,"swapped the docking station; keyboard stable, blue screen resolved.",Closed,Retail Banking,London HQ,United Kingdom,England
INC0004292,2025-03-20 23:18,Network,Connectivity,Network Operations,2 - High,User intermittent drops on DNS,User no internet on firewall. Ran tracert and saw high latency. reconnected the VPN client.,"moved the user to a clean access point; VPN stable, user confirms connection restored.",Closed Complete,Sales & Marketing,Toronto Office,Canada,Ontario
INC0004114,2025-03-21 12:58,Software,Applications,Application Support,3 - Moderate,Install request for Adobe Acrobat,"User reports Excel won't install. Reviewed logs, reapplied the license key.",Resolved freezes on launch after ran the installer as admin. User confirms the line-of-business app working.,Closed Complete,Manufacturing,Manchester Office,United Kingdom,England
INC0004089,2025-03-21 19:47,Security,Identity & Access,Service Desk,2 - High,User forgot password,New starter needs the account. granted the requested permission per the access request.,unlocked the account; user confirms login to Okta successful.,Closed,Healthcare Services,Toronto Office,Canada,Ontario
INC0004102,2025-03-21 19:52,Hardware,Cross-functional,Desktop Support,4 - Low,Network printer offline after switch maintenance,Printer showing offline. Suspected the DHCP lease. reset the network adapter then replaced the toner cartridge.,"reset the network adapter and replaced the toner cartridge. Printer back online, test page prints.",Closed,Retail Banking,Frankfurt DC,Germany,Hesse
INC0004290,2025-03-21 20:17,Hardware,Endpoint,Desktop Support,4 - Low,display cable failure on laptop,User reports laptop flickering screen. Diagnostics flagged the USB port. cleaned the fan vents.,"reseated the RAM; keyboard stable, running slow resolved.",Closed Complete,Sales & Marketing,Dallas Office,United States,Texas
INC0004185,2025-03-22 16:35,Software,Email & Collaboration,Messaging Support,4 - Low,Teams cannot receive for user meeting invite,Checked the meeting invite permissions in Exchange admin center. rebuilt the OST file and tested.,verified send-as permissions; user confirms Microsoft 365 working and emails flowing.,Closed Complete,Corporate Functions,Sydney Hub,Australia,New South Wales
INC0004073,2025-03-22 16:52,Security,Identity & Access,Service Desk,3 - Moderate,Request license for new starter,MFA issue: MFA not prompting. reset the password and tested a sign-in.,Resolved password expired after synced the account in Active Directory. Access verified.,Closed,Corporate Functions,Toronto Office,Canada,Ontario
INC0004103,2025-03-22 18:50,Hardware,Cross-functional,Desktop Support,3 - Moderate,Network printer offline after switch maintenance,Printer showing offline. Suspected the connection. updated the wireless driver then power cycled the device.,"updated the wireless driver and power cycled the device. Printer back online, test page prints.",Closed,Logistics & Supply Chain,Sydney Hub,Australia,New South Wales
INC0004282,2025-03-24 03:13,Network,Cross-functional,Network Operations,3 - Moderate,VPN login failing - account and connection both checked,VPN permission missing; suspected the account. reset the password then updated the wireless driver on the VPN client.,reset the password and updated the wireless driver. VPN connection authenticates. Closed.,Closed,Sales & Marketing,San Jose Office,United States,California
INC0004316,2025-03-24 04:00,Hardware,Printing,Desktop Support,3 - Moderate,streaks on page on network printer,Inspected the spooler. mapped the printer by IP to clear the offline status.,Cleared offline status after cleared the paper jam from the tray. User confirms output is good.,Closed,Retail Banking,Mumbai Campus,India,Maharashtra
INC0004176,2025-03-24 05:45,Software,Email & Collaboration,Messaging Support,3 - Moderate,User cannot access rule in Exchange,Checked the distribution list permissions in Exchange admin center. verified send-as permissions and tested.,Resolved won't open after reset the autocomplete cache. Mailbox syncing normally.,Closed Complete,Logistics & Supply Chain,New York Office,United States,New York
INC0004113,2025-03-24 13:23,Hardware,Printing,Desktop Support,3 - Moderate,Replace spooler on network printer,Inspected the print queue. reinstalled the print driver to clear the out of toner.,"reinstalled the print driver; test page prints clean, stuck in queue resolved.",Closed Complete,Manufacturing,New York Office,United States,New York
INC0004224,2025-03-24 19:54,Security,Identity & Access,Service Desk,4 - Low,access denied - SSO,"User cannot login. Verified identity, then synced the account in Active Directory in SSO.",Resolved account locked after verified identity per policy. Access verified.,Closed Complete,Corporate Functions,San Jose Office,United States,California
INC0004191,2025-03-24 23:15,Software,Applications,Application Support,3 - Moderate,the line-of-business app update freezes on launch,keeps crashing traced to a corrupt profile. recreated the user profile and tested launch.,Applied the installation and reapplied the license key. Closing ticket.,Resolved,Healthcare Services,San Jose Office,United States,California
INC0004118,2025-03-25 07:18,Network,Connectivity,Network Operations,2 - High,intermittent drops over VLAN,Checked the VPN client; found a stale entry. updated the wireless driver and tested connectivity.,Resolved cannot reach network drive after flushed the DNS cache. Latency back to normal.,Closed,Manufacturing,Manchester Office,United Kingdom,England
INC0004090,2025-03-25 12:07,Security,Identity & Access,Service Desk,3 - Moderate,forgot password - VPN portal,New starter needs the permission. reset the password per the access request.,Granted permission and granted the requested permission. Closing per requester confirmation.,Closed,Logistics & Supply Chain,Manchester Office,United Kingdom,England
