ticket_id,opened_at,category,subcategory,assignment_group,priority,short_description,work_notes,close_notes,status,business_unit,location,country,state
INC0007114,2025-02-28 21:54,Security,Identity & Access,Service Desk,3 - Moderate,Request login for new starter,New starter needs the password. re-enrolled MFA per the access request.,reset the MFA token; user confirms login to SSO successful.,Closed Complete,Manufacturing,San Jose Office,United States,California
INC0007052,2025-03-02 01:20,Hardware,Cross-functional,Desktop Support,3 - Moderate,Network printer offline after switch maintenance,Printer showing offline. Suspected the VPN client. reseated the Ethernet cable then power cycled the device.,"reseated the Ethernet cable and power cycled the device. Printer back online, test page prints.",Closed Complete,Healthcare Services,New York Office,United States,New York
INC0007048,2025-03-02 10:28,Hardware,Printing,Desktop Support,3 - Moderate,Replace default printer on network printer,Driver mismatch causing paper jam. reinstalled the print driver and printed a test page.,"replaced the toner cartridge; test page prints clean, double-sided not working resolved.",Closed,Manufacturing,Mumbai Campus,India,Maharashtra
INC0007162,2025-03-03 04:50,Network,Connectivity,Network Operations,4 - Low,dropping connection over DNS,User no internet on DNS. Ran tracert and saw high latency. updated the wireless driver.,Fixed the DNS record. renewed the DHCP lease and verified the network drive maps.,Closed Complete,Manufacturing,Manchester Office,United Kingdom,England
INC0007104,2025-03-03 05:09,Software,Email & Collaboration,Messaging Support,3 - Moderate,Request to add member to signature,Verified the meeting invite configuration. cleared the cache to resolve the sync error.,Resolved won't open after cleared the cache. Mailbox syncing normally.,Closed Complete,Logistics & Supply Chain,Toronto Office,Canada,Ontario
INC0007185,2025-03-04 03:58,Security,Identity & Access,Service Desk,3 - Moderate,permission missing - MFA,"User needs access. Verified identity, then granted the requested permission in MFA.",Resolved needs access after granted the requested permission. Access verified.,Resolved,Healthcare Services,San Jose Office,United States,California
INC0007112,2025-03-04 10:04,Security,Identity & Access,Service Desk,4 - Low,User cannot login,"User permission missing. Verified identity, then reset the password in MFA.",added the user to the security group; user confirms login to VPN portal successful.,Closed Complete,Sales & Marketing,London HQ,United Kingdom,England
INC0007097,2025-03-04 10:20,Software,Applications,Application Support,3 - Moderate,SAP shortcut won't install,won't install traced to a corrupt profile. cleared the application cache and tested launch.,disabled the conflicting add-in; SAP launches without errors.,Closed,Logistics & Supply Chain,New York Office,United States,New York
INC0007117,2025-03-05 07:56,Software,Applications,Application Support,3 - Moderate,the line-of-business app profile error on startup,"User reports Zoom update failed. Reviewed logs, pushed the update via SCCM.",disabled the conflicting add-in; the line-of-business app launches without errors.,Closed Complete,Manufacturing,Toronto Office,Canada,Ontario
INC0007070,2025-03-05 13:24,Hardware,Printing,Desktop Support,1 - Critical,Xerox MFP stuck in queue,Driver mismatch causing error 49. cleared the paper jam from the tray and printed a test page.,Replaced the toner cartridge and restarted the print server. Printing restored.,Closed,Healthcare Services,Manchester Office,United Kingdom,England
INC0007118,2025-03-05 14:37,Security,Cross-functional,Service Desk,2 - High,Password reset so user can sign into Outlook mailbox,User permission missing and could not reach the Outlook mailbox. verified identity per policy and verified send-as permissions.,verified identity per policy; user signs in and the mailbox syncs. Resolved.,Closed,Sales & Marketing,Frankfurt DC,Germany,Hesse
INC0007216,2025-03-06 10:20,Software,Email & Collaboration,Messaging Support,3 - Moderate,Outlook keeps crashing for user signature,User reports Teams won't open. Confirmed mailbox is online. cleared the cache.,"Added user to the signature. Verified mail delivery, closing ticket.",Resolved,Healthcare Services,New York Office,United States,New York
INC0007023,2025-03-07 04:04,Hardware,Cross-functional,Desktop Support,3 - Moderate,New laptop cannot connect to Wi-Fi after reimage,"Reimaged laptop won't power on on Wi-Fi. Updated the wireless driver, reset the network adapter.","cleaned the fan vents and reset the network adapter. Laptop online, user confirms connectivity.",Closed,Retail Banking,Sydney Hub,Australia,New South Wales
INC0007005,2025-03-08 02:12,Hardware,Cross-functional,Desktop Support,1 - Critical,New laptop cannot connect to Wi-Fi after reimage,"Reimaged laptop no display on Wi-Fi. Updated the wireless driver, reconnected the VPN client.","swapped the docking station and reconnected the VPN client. Laptop online, user confirms connectivity.",Resolved,Manufacturing,San Jose Office,United States,California
INC0007132,2025-03-08 10:35,Software,Applications,Application Support,3 - Moderate,Install request for Excel,Update error on startup. ran the installer as admin and confirmed the app opens.,Applied the add-in and reapplied the license key. Closing ticket.,Resolved,Healthcare Services,Sydney Hub,Australia,New South Wales
INC0007152,2025-03-08 20:56,Hardware,Printing,Desktop Support,3 - Moderate,HP LaserJet offline status,Job stuck in the print queue. mapped the printer by IP and released the job successfully.,"power cycled the device; test page prints clean, out of toner resolved.",Closed,Healthcare Services,San Jose Office,United States,California
INC0007160,2025-03-09 09:36,Hardware,Endpoint,Desktop Support,3 - Moderate,Replace battery - webcam,Hardware fault on the display cable causing running slow. swapped the docking station.,"ran hardware diagnostics; keyboard stable, battery not charging resolved.",Closed,Healthcare Services,San Jose Office,United States,California
INC0007193,2025-03-10 03:08,Hardware,Printing,Desktop Support,2 - High,Replace spooler on follow-me printing,Inspected the fuser. reinstalled the print driver to clear the streaks on page.,Cleared streaks on page after restarted the print server. User confirms output is good.,Closed,Sales & Marketing,San Jose Office,United States,California
INC0007063,2025-03-11 20:58,Software,Cross-functional,Application Support,2 - High,Outlook add-in for the line-of-business app missing,The signature add-in disappeared from Outlook. pushed the update via SCCM to restore it.,pushed the update via SCCM; the Outlook add-in loads and emails send. Resolved.,Resolved,Corporate Functions,London HQ,United Kingdom,England
INC0007145,2025-03-11 21:49,Security,Identity & Access,Service Desk,4 - Low,Request account for new starter,password expired on the role. re-enrolled MFA and confirmed login works.,Granted token and verified identity per policy. Closing per requester confirmation.,Closed Complete,Manufacturing,Dallas Office,United States,Texas
INC0007093,2025-03-12 02:40,Software,Applications,Application Support,3 - Moderate,Install request for Zoom,"User reports the line-of-business app missing add-in. Reviewed logs, recreated the user profile.",Applied the update and cleared the application cache. Closing ticket.,Closed Complete,Retail Banking,Mumbai Campus,India,Maharashtra
INC0007020,2025-03-12 05:54,Software,Email & Collaboration,Messaging Support,3 - Moderate,Outlook keeps crashing for user signature,Checked the contact permissions in Exchange admin center. recreated the Outlook profile and tested.,reset the autocomplete cache; user confirms Outlook Web App working and emails flowing.,Closed,Sales & Marketing,Sydney Hub,Australia,New South Wales
INC0007096,2025-03-13 11:24,Software,Email & Collaboration,Messaging Support,2 - High,Request to add member to rule,Checked the rule permissions in Exchange admin center. checked Exchange mailbox quota and tested.,Resolved won't open after reset the autocomplete cache. Mailbox syncing normally.,Resolved,Sales & Marketing,Sydney Hub,Australia,New South Wales
INC0007127,2025-03-14 15:35,Software,Cross-functional,Application Support,3 - Moderate,Outlook add-in for the line-of-business app missing,The distribution list add-in disappeared from Outlook. pushed the update via SCCM to restore it.,pushed the update via SCCM; the Outlook add-in loads and emails send. Resolved.,Closed Complete,Sales & Marketing,Mumbai Campus,India,Maharashtra
INC0007158,2025-03-15 02:59,Hardware,Printing,Desktop Support,1 - Critical,double-sided not working on print server,User reports paper jam on the print server. Found a default printer fault. restarted the print server.,Replaced the paper tray and reinstalled the print driver. Printing restored.,Closed,Sales & Marketing,San Jose Office,United States,California
INC0007214,2025-03-15 04:53,Software,Applications,Application Support,3 - Moderate,Install request for Adobe Acrobat,Update license expired. reinstalled the application and confirmed the app opens.,Resolved freezes on launch after pushed the update via SCCM. User confirms Excel working.,Closed Complete,Logistics & Supply Chain,Mumbai Campus,India,Maharashtra
INC0007061,2025-03-16 08:17,Security,Cross-functional,Service Desk,3 - Moderate,Password reset so user can sign into Outlook mailbox,User forgot password and could not reach the Outlook mailbox. added the user to the security group and ran a repair on Office.,added the user to the security group; user signs in and the mailbox syncs. Resolved.,Closed,Healthcare Services,London HQ,United Kingdom,England
INC0007119,2025-03-17 00:43,Software,Email & Collaboration,Messaging Support,2 - High,Exchange won't open,User reports Teams duplicate emails. Confirmed mailbox is online. recreated the Outlook profile.,ran a repair on Office; user confirms Exchange working and emails flowing.,Resolved,Manufacturing,Frankfurt DC,Germany,Hesse
INC0007159,2025-03-17 05:26,Security,Identity & Access,Service Desk,3 - Moderate,needs access - Okta,MFA issue: MFA not prompting. reset the password and tested a sign-in.,Granted account and granted the requested permission. Closing per requester confirmation.,Closed Complete,Retail Banking,New York Office,United States,New York
INC0007095,2025-03-17 21:35,Hardware,Endpoint,Desktop Support,3 - Moderate,blue screen on headset,"loud fan noise when docked. Tested a known-good screen, then replaced the power adapter.",Replaced the power adapter and ran hardware diagnostics. Device passes diagnostics.,Closed,Sales & Marketing,San Jose Office,United States,California
INC0007220,2025-03-18 03:44,Hardware,Endpoint,Desktop Support,1 - Critical,USB port failure on monitor,Laptop battery not charging. ran hardware diagnostics and ran a stress test.,Fixed running slow after reseated the RAM. User confirms keyboard working.,Closed Complete,Healthcare Services,Manchester Office,United Kingdom,England
INC0007074,2025-03-18 09:00,Network,Connectivity,Network Operations,2 - High,Wi-Fi dropping connection,Wireless intermittent drops traced to a weak DNS record. moved the user to a clean access point.,Fixed the IP address. renewed the DHCP lease and verified the network drive maps.,Closed Complete,Manufacturing,New York Office,United States,New York
INC0007045,2025-03-18 15:50,Software,Applications,Application Support,4 - Low,missing add-in - Adobe Acrobat,Update error on startup. disabled the conflicting add-in and confirmed the app opens.,Resolved freezes on launch after ran the installer as admin. User confirms Adobe Acrobat working.,Closed Complete,Healthcare Services,New York Office,United States,New York
INC0007043,2025-03-19 07:08,Software,Cross-functional,Application Support,3 - Moderate,Outlook add-in for the line-of-business app missing,The rule add-in disappeared from Outlook. cleared the application cache to restore it.,cleared the application cache; the Outlook add-in loads and emails send. Resolved.,Closed,Corporate Functions,San Jose Office,United States,California
INC0007015,2025-03-19 13:05,Hardware,Cross-functional,Desktop Support,1 - Critical,New laptop cannot connect to Wi-Fi after reimage,"Reimaged laptop blue screen on Wi-Fi. Updated the wireless driver, updated the wireless driver.","ran hardware diagnostics and updated the wireless driver. Laptop online, user confirms connectivity.",Closed Complete,Healthcare Services,New York Office,United States,New York
INC0007120,2025-03-20 05:07,Hardware,Cross-functional,Desktop Support,4 - Low,New laptop cannot connect to Wi-Fi after reimage,"Reimaged laptop loud fan noise on Wi-Fi. Updated the wireless driver, updated the wireless driver.","reseated the RAM and updated the wireless driver. Laptop online, user confirms connectivity.",Closed,Sales & Marketing,Frankfurt DC,Germany,Hesse
INC0007208,2025-03-20 08:39,Hardware,Printing,Desktop Support,4 - Low,print server stuck in queue,User reports prints blank pages on the HP LaserJet. Found a fuser fault. restarted the print server.,Cleared prints blank pages after cleared the paper jam from the tray. User confirms output is good.,Closed Complete,Retail Banking,Frankfurt DC,Germany,Hesse
INC0007008,2025-03-20 18:20,Software,Applications,Application Support,3 - Moderate,Install request for the line-of-business app,missing add-in traced to a corrupt add-in. disabled the conflicting add-in and tested launch.,pushed the update via SCCM; Zoom launches without errors.,Resolved,Manufacturing,Manchester Office,United Kingdom,England
INC0007006,2025-03-20 20:16,Hardware,Endpoint,Desktop Support,4 - Low,keyboard running slow,"loud fan noise when docked. Tested a known-good hard drive, then updated the display driver.",Fixed loud fan noise after replaced the battery. User confirms headset working.,Closed,Corporate Functions,Frankfurt DC,Germany,Hesse
INC0007059,2025-03-21 08:05,Software,Email & Collaboration,Messaging Support,3 - Moderate,Outlook Web App won't open,User reports Microsoft 365 not syncing. Confirmed mailbox is online. verified send-as permissions.,"Added user to the distribution list. Verified mail delivery, closing ticket.",Closed Complete,Healthcare Services,Sydney Hub,Australia,New South Wales
INC0007171,2025-03-21 18:24,Software,Applications,Application Support,4 - Low,Install request for Zoom,"User reports Chrome error on startup. Reviewed logs, recreated the user profile.",Resolved license expired after ran the installer as admin. User confirms SAP working.,Closed,Manufacturing,New York Office,United States,New York
INC0007014,2025-03-22 04:54,Hardware,Endpoint,Desktop Support,2 - High,screen failure on laptop,Laptop battery not charging. reseated the RAM and ran a stress test.,Replaced the screen and cleaned the fan vents. Device passes diagnostics.,Resolved,Corporate Functions,Toronto Office,Canada,Ontario
INC0007123,2025-03-22 13:42,Software,Applications,Application Support,2 - High,slow to load - the line-of-business app,"License request for Excel. Verified entitlement, reapplied the license key.",Resolved keeps crashing after repaired the installation. User confirms SAP working.,Closed Complete,Healthcare Services,New York Office,United States,New York
INC0007165,2025-03-23 01:23,Software,Cross-functional,Application Support,4 - Low,Outlook add-in for the line-of-business app missing,The meeting invite add-in disappeared from Outlook. cleared the application cache to restore it.,cleared the application cache; the Outlook add-in loads and emails send. Resolved.,Closed Complete,Logistics & Supply Chain,Frankfurt DC,Germany,Hesse
INC0007073,2025-03-23 14:39,Hardware,Endpoint,Desktop Support,4 - Low,overheating on headset,User reports headset battery not charging. Diagnostics flagged the battery. cleaned the fan vents.,Replaced the screen and reimaged the laptop. Device passes diagnostics.,Closed Complete,Sales & Marketing,Toronto Office,Canada,Ontario
INC0007211,2025-03-24 15:04,Hardware,Endpoint,Desktop Support,2 - High,Replace battery - webcam,"flickering screen when docked. Tested a known-good USB port, then reseated the RAM.",Fixed blue screen after updated the display driver. User confirms headset working.,Closed,Corporate Functions,Mumbai Campus,India,Maharashtra
INC0007039,2025-03-25 05:35,Security,Identity & Access,Service Desk,4 - Low,access denied - SSO,"User password expired. Verified identity, then granted the requested permission in Okta.",Granted license and verified identity per policy. Closing per requester confirmation.,Closed,Healthcare Services,Mumbai Campus,India,Maharashtra
INC0007007,2025-03-25 09:25,Software,Applications,Application Support,3 - Moderate,Zoom profile won't install,license expired traced to a corrupt profile. ran the installer as admin and tested launch.,Applied the plugin and repaired the installation. Closing ticket.,Closed,Logistics & Supply Chain,Toronto Office,Canada,Ontario
INC0007128,2025-03-26 06:16,Security,Cross-functional,Service Desk,3 - Moderate,Password reset so user can sign into Outlook mailbox,User access denied and could not reach the Outlook mailbox. unlocked the account and recreated the Outlook profile.,unlocked the account; user signs in and the mailbox syncs. Resolved.,Closed,Sales & Marketing,Manchester Office,United Kingdom,England
INC0007102,2025-03-26 20:20,Software,Applications,Application Support,3 - Moderate,the line-of-business app update failed,error on startup traced to a corrupt shortcut. reinstalled the application and tested launch.,repaired the installation; Zoom launches without errors.,Closed,Manufacturing,Toronto Office,Canada,Ontario
INC0007016,2025-03-27 00:26,Hardware,Cross-functional,Desktop Support,2 - High,New laptop cannot connect to Wi-Fi after reimage,"Reimaged laptop overheating on Wi-Fi. Updated the wireless driver, reconnected the VPN client.","ran hardware diagnostics and reconnected the VPN client. Laptop online, user confirms connectivity.",Closed Complete,Corporate Functions,Toronto Office,Canada,Ontario
INC0007035,2025-03-27 13:34,Hardware,Endpoint,Desktop Support,2 - High,blue screen on laptop,User reports monitor flickering screen. Diagnostics flagged the screen. reseated the RAM.,Fixed loud fan noise after replaced the power adapter. User confirms docking station working.,Closed,Manufacturing,London HQ,United Kingdom,England
INC0007198,2025-03-27 19:28,Hardware,Printing,Desktop Support,1 - Critical,Cannot print to Xerox MFP - offline status,User reports paper jam on the follow-me printing. Found a toner cartridge fault. restarted the print server.,Cleared paper jam after restarted the print server. User confirms output is good.,Resolved,Sales & Marketing,London HQ,United Kingdom,England
INC0007072,2025-03-28 11:35,Software,Email & Collaboration,Messaging Support,4 - Low,Microsoft 365 keeps crashing for user rule,User reports Outlook Web App search not working. Confirmed mailbox is online. ran a repair on Office.,"Added user to the meeting invite. Verified mail delivery, closing ticket.",Resolved,Logistics & Supply Chain,Manchester Office,United Kingdom,England
INC0007077,2025-03-28 12:50,Software,Applications,Application Support,3 - Moderate,slow to load - Zoom,Update license expired. pushed the update via SCCM and confirmed the app opens.,Applied the shortcut and ran the installer as admin. Closing ticket.,Closed,Corporate Functions,San Jose Office,United States,California
INC0007148,2025-03-29 03:56,Software,Applications,Application Support,3 - Moderate,slow to load - Chrome,"License request for Chrome. Verified entitlement, disabled the conflicting add-in.",Applied the installation and reapplied the license key. Closing ticket.,Closed,Corporate Functions,London HQ,United Kingdom,England
INC0007089,2025-03-30 00:51,Network,Connectivity,Network Operations,4 - Low,User authentication failed on VLAN,Wireless high latency traced to a weak switch port. reset the network adapter.,Resolved cannot connect after checked the switch port. Latency back to normal.,Closed,Sales & Marketing,Sydney Hub,Australia,New South Wales
INC0007010,2025-03-30 02:27,Hardware,Cross-functional,Desktop Support,4 - Low,Network printer offline after switch maintenance,Printer showing offline. Suspected the IP address. checked the switch port then cleared the paper jam from the tray.,"checked the switch port and cleared the paper jam from the tray. Printer back online, test page prints.",Closed,Logistics & Supply Chain,Sydney Hub,Australia,New South Wales
INC0007135,2025-03-30 04:02,Network,Connectivity,Network Operations,3 - Moderate,DNS cannot reach network drive,Wireless intermittent drops traced to a weak IP address. updated the wireless driver.,Resolved dropping connection after updated the wireless driver. Latency back to normal.,Closed,Manufacturing,New York Office,United States,New York
INC0007189,2025-03-31 07:45,Hardware,Endpoint,Desktop Support,3 - Moderate,laptop blue screen,"blue screen when docked. Tested a known-good power adapter, then ran hardware diagnostics.","cleaned the fan vents; keyboard stable, won't power on resolved.",Resolved,Healthcare Services,Dallas Office,United States,Texas
INC0007098,2025-03-31 11:43,Network,Connectivity,Network Operations,3 - Moderate,Cannot map network drive,"VPN authentication failed. Verified credentials, reseated the Ethernet cable.","reset the network adapter; Ethernet stable, user confirms connection restored.",Closed Complete,Retail Banking,Mumbai Campus,India,Maharashtra
INC0007196,2025-04-02 04:50,Hardware,Endpoint,Desktop Support,4 - Low,running slow on headset,Laptop flickering screen. replaced the power adapter and ran a stress test.,Fixed no display after ran hardware diagnostics. User confirms docking station working.,Resolved,Logistics & Supply Chain,Sydney Hub,Australia,New South Wales
INC0007147,2025-04-03 01:28,Hardware,Printing,Desktop Support,4 - Low,error 49 on network printer,User reports stuck in queue on the network printer. Found a fuser fault. reinstalled the print driver.,"cleared the print spooler; test page prints clean, offline status resolved.",Closed,Retail Banking,Frankfurt DC,Germany,Hesse
INC0007011,2025-04-03 09:30,Security,Identity & Access,Service Desk,4 - Low,User MFA not prompting,MFA issue: access denied. verified identity per policy and tested a sign-in.,Resolved cannot login after verified identity per policy. Access verified.,Closed,Sales & Marketing,Toronto Office,Canada,Ontario
INC0007026,2025-04-03 22:16,Hardware,Cross-functional,Desktop Support,3 - Moderate,New laptop cannot connect to Wi-Fi after reimage,"Reimaged laptop running slow on Wi-Fi. Updated the wireless driver, updated the wireless driver.","cleaned the fan vents and updated the wireless driver. Laptop online, user confirms connectivity.",Closed Complete,Corporate Functions,Toronto Office,Canada,Ontario
INC0007027,2025-04-04 01:53,Software,Cross-functional,Application Support,2 - High,Outlook add-in for the line-of-business app missing,The distribution list add-in disappeared from Outlook. reapplied the license key to restore it.,reapplied the license key; the Outlook add-in loads and emails send. Resolved.,Resolved,Logistics & Supply Chain,San Jose Office,United States,California
INC0007092,2025-04-04 09:47,Hardware,Cross-functional,Desktop Support,3 - Moderate,New laptop cannot connect to Wi-Fi after reimage,"Reimaged laptop blue screen on Wi-Fi. Updated the wireless driver, moved the user to a clean access point.","swapped the docking station and moved the user to a clean access point. Laptop online, user confirms connectivity.",Resolved,Healthcare Services,Toronto Office,Canada,Ontario
INC0007067,2025-04-04 19:03,Software,Cross-functional,Application Support,2 - High,Outlook add-in for the line-of-business app missing,The shared inbox add-in disappeared from Outlook. cleared the application cache to restore it.,cleared the application cache; the Outlook add-in loads and emails send. Resolved.,Closed,Healthcare Services,San Jose Office,United States,California
INC0007034,2025-04-04 21:25,Security,Cross-functional,Service Desk,4 - Low,Password reset so user can sign into Outlook mailbox,User permission missing and could not reach the Outlook mailbox. added the user to the security group and recreated the Outlook profile.,added the user to the security group; user signs in and the mailbox syncs. Resolved.,Closed,Logistics & Supply Chain,San Jose Office,United States,California
INC0007030,2025-04-05 06:49,Network,Connectivity,Network Operations,3 - Moderate,Cannot map DNS record,User high latency on Ethernet. Ran tracert and saw high latency. moved the user to a clean access point.,Fixed the IP address. reset the network adapter and verified the network drive maps.,Closed Complete,Retail Banking,Dallas Office,United States,Texas
INC0007197,2025-04-05 13:15,Network,Connectivity,Network Operations,3 - Moderate,Cannot map VPN client,Wireless authentication failed traced to a weak VPN client. reset the network adapter.,Fixed the DNS record. reseated the Ethernet cable and verified the network drive maps.,Closed,Corporate Functions,London HQ,United Kingdom,England
INC0007172,2025-04-06 03:13,Hardware,Endpoint,Desktop Support,3 - Moderate,Replace USB port - monitor,"battery not charging when docked. Tested a known-good battery, then cleaned the fan vents.",Fixed blue screen after replaced the battery. User confirms monitor working.,Resolved,Retail Banking,Dallas Office,United States,Texas
INC0007002,2025-04-06 09:46,Hardware,Endpoint,Desktop Support,3 - Moderate,docking station battery not charging,"no display when docked. Tested a known-good hard drive, then cleaned the fan vents.",Replaced the power adapter and swapped the docking station. Device passes diagnostics.,Closed Complete,Corporate Functions,Manchester Office,United Kingdom,England
INC0007103,2025-04-11 02:56,Security,Identity & Access,Service Desk,4 - Low,User account locked,needs access on the security group. added the user to the security group and confirmed login works.,Resolved account locked after synced the account in Active Directory. Access verified.,Resolved,Manufacturing,London HQ,United Kingdom,England
INC0007217,2025-04-11 15:27,Software,Email & Collaboration,Messaging Support,2 - High,Outlook stuck in outbox for user distribution list,User reports Microsoft 365 search not working. Confirmed mailbox is online. verified send-as permissions.,verified send-as permissions; user confirms Outlook Web App working and emails flowing.,Closed,Sales & Marketing,New York Office,United States,New York
INC0007190,2025-04-11 19:57,Software,Applications,Application Support,4 - Low,Zoom installation freezes on launch,Update freezes on launch. repaired the installation and confirmed the app opens.,Applied the add-in and cleared the application cache. Closing ticket.,Resolved,Healthcare Services,Sydney Hub,Australia,New South Wales
INC0007055,2025-04-13 02:01,Hardware,Cross-functional,Desktop Support,4 - Low,Network printer offline after switch maintenance,Printer showing offline. Suspected the VPN client. reseated the Ethernet cable then reinstalled the print driver.,"reseated the Ethernet cable and reinstalled the print driver. Printer back online, test page prints.",Closed,Manufacturing,New York Office,United States,New York
INC0007186,2025-04-13 09:36,Security,Identity & Access,Service Desk,1 - Critical,Request token for new starter,needs access on the account. added the user to the security group and confirmed login works.,Resolved password expired after granted the requested permission. Access verified.,Resolved,Healthcare Services,Dallas Office,United States,Texas
INC0007154,2025-04-13 13:53,Security,Identity & Access,Service Desk,3 - Moderate,account locked - VPN portal,MFA issue: needs access. re-enrolled MFA and tested a sign-in.,synced the account in Active Directory; user confirms login to SSO successful.,Closed,Logistics & Supply Chain,Frankfurt DC,Germany,Hesse
INC0007040,2025-04-14 18:12,Hardware,Printing,Desktop Support,2 - High,network printer paper jam,Driver mismatch causing stuck in queue. replaced the toner cartridge and printed a test page.,Cleared double-sided not working after reinstalled the print driver. User confirms output is good.,Closed Complete,Sales & Marketing,Dallas Office,United States,Texas
INC0007207,2025-04-15 20:54,Security,Cross-functional,Service Desk,2 - High,Password reset so user can sign into Outlook mailbox,User permission missing and could not reach the Outlook mailbox. verified identity per policy and reset the autocomplete cache.,verified identity per policy; user signs in and the mailbox syncs. Resolved.,Resolved,Logistics & Supply Chain,Frankfurt DC,Germany,Hesse
INC0007046,2025-04-16 02:17,Hardware,Printing,Desktop Support,3 - Moderate,Xerox MFP prints blank pages,Inspected the toner cartridge. replaced the toner cartridge to clear the prints blank pages.,"mapped the printer by IP; test page prints clean, paper jam resolved.",Closed Complete,Healthcare Services,Manchester Office,United Kingdom,England
INC0007164,2025-04-17 01:52,Software,Email & Collaboration,Messaging Support,4 - Low,Microsoft 365 duplicate emails for user mailbox,Checked the calendar permissions in Exchange admin center. reset the autocomplete cache and tested.,removed and re-added the account; user confirms Teams working and emails flowing.,Resolved,Healthcare Services,Frankfurt DC,Germany,Hesse
INC0007210,2025-04-17 10:21,Network,Connectivity,Network Operations,1 - Critical,cannot reach network drive over Ethernet,Checked the switch port; found a stale entry. reset the network adapter and tested connectivity.,"reconnected the VPN client; DNS stable, user confirms connection restored.",Resolved,Manufacturing,Frankfurt DC,Germany,Hesse
INC0007086,2025-04-17 23:34,Hardware,Printing,Desktop Support,4 - Low,Xerox MFP prints blank pages,Inspected the default printer. replaced the toner cartridge to clear the error 49.,"reinstalled the print driver; test page prints clean, prints blank pages resolved.",Closed Complete,Logistics & Supply Chain,Dallas Office,United States,Texas
INC0007202,2025-04-18 09:07,Network,Connectivity,Network Operations,3 - Moderate,firewall slow speeds,User high latency on Wi-Fi. Ran tracert and saw high latency. reseated the Ethernet cable.,Fixed the connection. renewed the DHCP lease and verified the network drive maps.,Closed,Logistics & Supply Chain,Frankfurt DC,Germany,Hesse
INC0007137,2025-04-18 09:57,Security,Cross-functional,Service Desk,2 - High,Password reset so user can sign into Outlook mailbox,User MFA not prompting and could not reach the Outlook mailbox. re-enrolled MFA and rebuilt the OST file.,re-enrolled MFA; user signs in and the mailbox syncs. Resolved.,Resolved,Corporate Functions,Frankfurt DC,Germany,Hesse
INC0007080,2025-04-18 19:08,Hardware,Printing,Desktop Support,3 - Moderate,Replace print driver on HP LaserJet,User reports paper jam on the network printer. Found a default printer fault. reinstalled the print driver.,Cleared error 49 after cleared the paper jam from the tray. User confirms output is good.,Closed,Retail Banking,New York Office,United States,New York
INC0007188,2025-04-19 11:41,Software,Email & Collaboration,Messaging Support,4 - Low,Exchange duplicate emails for user contact,User reports Microsoft 365 not syncing. Confirmed mailbox is online. ran a repair on Office.,"Added user to the rule. Verified mail delivery, closing ticket.",Resolved,Manufacturing,New York Office,United States,New York
INC0007013,2025-04-19 20:19,Security,Cross-functional,Service Desk,3 - Moderate,Password reset so user can sign into Outlook mailbox,User access denied and could not reach the Outlook mailbox. re-enrolled MFA and ran a repair on Office.,re-enrolled MFA; user signs in and the mailbox syncs. Resolved.,Closed Complete,Logistics & Supply Chain,New York Office,United States,New York
INC0007150,2025-04-19 22:39,Hardware,Cross-functional,Desktop Support,3 - Moderate,Network printer offline after switch maintenance,Printer showing offline. Suspected the connection. reset the network adapter then reinstalled the print driver.,"reset the network adapter and reinstalled the print driver. Printer back online, test page prints.",Resolved,Corporate Functions,London HQ,United Kingdom,England
INC0007009,2025-04-20 00:14,Software,Applications,Application Support,4 - Low,Chrome license expired,Update update failed. reapplied the license key and confirmed the app opens.,Resolved update failed after ran the installer as admin. User confirms SAP working.,Closed Complete,Retail Banking,Sydney Hub,Australia,New South Wales
INC0007108,2025-04-21 12:40,Software,Applications,Application Support,3 - Moderate,license expired - Zoom,license expired traced to a corrupt shortcut. reapplied the license key and tested launch.,Applied the profile and ran the installer as admin. Closing ticket.,Closed Complete,Manufacturing,Dallas Office,United States,Texas
INC0007116,2025-04-23 04:04,Hardware,Endpoint,Desktop Support,4 - Low,battery failure on keyboard,Hardware fault on the power adapter causing flickering screen. updated the display driver.,"ran hardware diagnostics; docking station stable, flickering screen resolved.",Resolved,Retail Banking,Manchester Office,United Kingdom,England
INC0007029,2025-04-23 10:21,Security,Cross-functional,Service Desk,4 - Low,Password reset so user can sign into Outlook mailbox,User password expired and could not reach the Outlook mailbox. reset the MFA token and verified send-as permissions.,reset the MFA token; user signs in and the mailbox syncs. Resolved.,Closed Complete,Sales & Marketing,Frankfurt DC,Germany,Hesse
INC0007042,2025-04-24 03:21,Software,Applications,Application Support,4 - Low,Install request for Chrome,"User reports SAP update failed. Reviewed logs, disabled the conflicting add-in.",Resolved error on startup after cleared the application cache. User confirms SAP working.,Closed Complete,Retail Banking,New York Office,United States,New York
INC0007025,2025-04-24 05:14,Hardware,Printing,Desktop Support,2 - High,print server double-sided not working,Job stuck in the print driver. cleared the paper jam from the tray and released the job successfully.,Cleared stuck in queue after power cycled the device. User confirms output is good.,Closed Complete,Manufacturing,New York Office,United States,New York
INC0007136,2025-04-24 07:10,Software,Cross-functional,Application Support,2 - High,Outlook add-in for the line-of-business app missing,The mailbox add-in disappeared from Outlook. reinstalled the application to restore it.,reinstalled the application; the Outlook add-in loads and emails send. Resolved.,Resolved,Sales & Marketing,San Jose Office,United States,California
